N,P,K,temperature,humidity,ph,rainfall,label
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram
44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,blackgram
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,blackgram
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,blackgram
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,blackgram
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,blackgram
52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,blackgram
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,blackgram
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,blackgram
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,blackgram
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram
21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,blackgram
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,blackgram
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,blackgram
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,blackgram
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,blackgram
55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,blackgram
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,blackgram
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,blackgram
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,blackgram
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,blackgram
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram
44,76,22,27.26458947,68.01232937,7.775306272,68.91754359,blackgram
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,blackgram
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram
25,68,19,29.39982732,64.25510719,7.108450121,67.47677295,blackgram
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,blackgram
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,blackgram
52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,blackgram
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,blackgram
42,58,25,27.45853567,62.90020977,6.513620918,69.46020927,blackgram
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,blackgram
56,76,16,28.27265858,61.18956161,7.513151076,63.29900785,blackgram
29,76,15,28.5417236,64.2020154,7.025607706,69.68862306,blackgram
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,blackgram
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,blackgram
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,blackgram
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram
41,74,18,28.75751783,61.02701476,6.599147298,73.37686831,blackgram
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,blackgram
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,blackgram
27,60,17,26.41768321,63.64698302,7.026795359,64.42177127,blackgram
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,blackgram
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,blackgram
21,62,24,33.49077065,62.73317204,6.847382891,65.45328463,blackgram
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,blackgram
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,blackgram
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,blackgram
44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,blackgram
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,blackgram
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,banana
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,banana
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,banana
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,banana
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,banana
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,banana
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,banana
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,banana
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,banana
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,banana
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana
99,73,53,26.29039046,81.06003778,5.871702211,118.6730366,banana
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,banana
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,banana
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,banana
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,banana
109,91,53,29.66727337,83.51014178,6.010095853,110.2511102,banana
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana
90,86,52,25.85036988,81.95580471,5.793260262,119.0856171,banana
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,banana
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,banana
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,banana
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,banana
93,81,50,27.71822477,76.57853189,6.036079266,102.2099836,banana
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,banana
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,banana
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,banana
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,banana
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana
117,86,53,25.19640218,83.55829874,5.703381728,115.8586081,banana
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,banana
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,banana
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,banana
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana
120,87,52,28.0764455,76.05522115,5.905494703,118.9923573,banana
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,banana
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana
111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,banana
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,banana
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana
89,91,55,25.08347445,80.261731,6.275572298,94.32961456,banana
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,banana
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,banana
101,92,45,28.22776705,80.6430384,5.758054257,98.00403016,banana
99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,banana
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana
90,86,55,27.96236771,84.15403614,5.644486582,97.55986676,banana
95,88,52,28.00316034,78.90085998,6.235461772,94.68180316,banana
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,banana
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana
112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,banana
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana
85,89,51,29.21144871,84.70189923,6.158164422,108.5501443,banana
108,94,47,27.35911627,84.54625006,6.387431383,90.81250457,banana
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,banana
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana
82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,banana
117,81,53,29.50704598,78.20585613,5.507641778,98.12565829,banana
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,mango
25,22,25,33.56150184,45.53556603,5.977413803,95.70525913,mango
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,mango
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,mango
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,mango
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,mango
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,mango
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,mango
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,mango
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,mango
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,mango
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,mango
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,mango
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,mango
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,mango
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,mango
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,mango
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,mango
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,mango
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,mango
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,mango
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,mango
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,mango
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,mango
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,mango
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,mango
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,papaya
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,papaya
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya
69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,papaya
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,papaya
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,papaya
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,papaya
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,papaya
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,papaya
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya
36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,papaya
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,papaya
34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,papaya
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,papaya
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,papaya
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,papaya
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,papaya
59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,papaya
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,papaya
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,papaya
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,papaya
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,papaya
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,papaya
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya
40,49,47,42.93368602,91.1756748,6.501521192,246.3613268,papaya
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,papaya
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,papaya
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,papaya
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,papaya
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya
68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,papaya
32,55,52,37.58899717,91.99740365,6.9677596,159.6577388,papaya
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,papaya
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,papaya
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,papaya
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,papaya
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,papaya
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,papaya
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,papaya
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,papaya
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,papaya
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,papaya
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,papaya
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,papaya
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,coconut
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,coconut
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,coconut
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,coconut
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,coconut
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,coconut
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,coconut
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,coconut
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,coconut
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,coconut
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,coconut
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,coconut
